product_id,image_reference,product_name,description,image_path,category,image_sha256,product_text,split_group,split
product_000801,15828.jpg,Facit Men Square Neck Red Innerwear Vest,"Composition Red rib knit sleeveless vest made of 100% premium cotton, has a square neckline, thin shoulder straps with black ribbing and yellow piping around the armholes and neckline, distressed look graphic print on the front, printed labelling and brand tab appliqued on the back Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a square neck, this facit rib knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The thin shoulder straps with ribbing helps you show off arm definition, while the graphic print on the chest adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",D:\project\data\data\15828.jpg,Innerwear Vests,1e29d9821c9d2f1370ffa451813ecafa4113f0f82698853bac3c8ab82c36e728,"Product: Facit Men Square Neck Red Innerwear Vest. Category: Innerwear Vests. Description: Composition Red rib knit sleeveless vest made of 100% premium cotton, has a square neckline, thin shoulder straps with black ribbing and yellow piping around the armholes and neckline, distressed look graphic print on the front, printed labelling and brand tab appliqued on the back Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a square neck, this facit rib knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The thin shoulder straps with ribbing helps you show off arm definition, while the graphic print on the chest adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",1597,train
product_028146,50643.jpg,Chromozome White Innerwear Vest PR-08,"White innerwear vest, has a round neck, sleeveless and a racerback",D:\project\data\data\50643.jpg,Innerwear Vests,6bb38956ee4dc7e8e682cba1f7e37e6a70d3c02470f4fe4260370ee3a877d019,"Product: Chromozome White Innerwear Vest PR-08. Category: Innerwear Vests. Description: White innerwear vest, has a round neck, sleeveless and a racerback",1598,train
product_038244,13609.jpg,Hanes Men Sleeveless Crew Red Innerwear T-shirt,"Composition Red sleeveless T-shirt made of ComfortSoft 100% combed cotton, has navy blue panel detailing and grey piping on the sides and a lay flat collar with a round neck   Fit  Muscle fit   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Revel in the luxurious comfort of a combed cotton fabric in this sleeveless T-shirt from hanes. Engineered with ComfortFit technology, this tee will contour your body perfectly, stretch to your ease and retain shape wash after wash. The lay flat collar offers superior comfort and a flattering fit, while the contrast coloured side panels oozes sporty attitude. And what's even better is that this T-shirt comes with a printed brand label on the inner neck - so bid goodbye to those scratchy labels and welcome comfort at its best!   Model statistics  The model wears size M in t-shirts Height: 6', Shoulders: 19"" ",D:\project\data\data\13609.jpg,Innerwear Vests,4116f26a0012858b0bd6b63384f919211524d4574aab64d8f4e0f8166bef7e95,"Product: Hanes Men Sleeveless Crew Red Innerwear T-shirt. Category: Innerwear Vests. Description: Composition Red sleeveless T-shirt made of ComfortSoft 100% combed cotton, has navy blue panel detailing and grey piping on the sides and a lay flat collar with a round neck   Fit  Muscle fit   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Revel in the luxurious comfort of a combed cotton fabric in this sleeveless T-shirt from hanes. Engineered with ComfortFit technology, this tee will contour your body perfectly, stretch to your ease and retain shape wash after wash. The lay flat collar offers superior comfort and a flattering fit, while the contrast coloured side panels oozes sporty attitude. And what's even better is that this T-shirt comes with a printed brand label on the inner neck - so bid goodbye to those scratchy labels and welcome comfort at its best!   Model statistics  The model wears size M in t-shirts Height: 6', Shoulders: 19""",1599,train
product_043696,13605.jpg,Hanes Men Sleeveless Crew White Innerwear T-shirt,"Composition White sleeveless T-shirt made of ComfortSoft 100% combed cotton, has red panel detailing and navy blue piping on the sides and a lay flat collar with a round neck   Fit  Muscle fit   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Revel in the luxurious comfort of a combed cotton fabric in this sleeveless T-shirt from hanes. Engineered with ComfortFit technology, this tee will contour your body perfectly, stretch to your ease and retain shape wash after wash. The lay flat collar offers superior comfort and a flattering fit, while the contrast coloured side panels oozes sporty attitude. And what's even better is that this T-shirt comes with a printed brand label on the inner neck - so bid goodbye to those scratchy labels and welcome comfort at its best!   Model statistics  The model wears size M in t-shirts Height: 6', Shoulders: 19""",D:\project\data\data\13605.jpg,Innerwear Vests,36a4678848d5be3ea0420cc826c71120a71c0e938c07ffff7bce7fe573d84793,"Product: Hanes Men Sleeveless Crew White Innerwear T-shirt. Category: Innerwear Vests. Description: Composition White sleeveless T-shirt made of ComfortSoft 100% combed cotton, has red panel detailing and navy blue piping on the sides and a lay flat collar with a round neck   Fit  Muscle fit   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Revel in the luxurious comfort of a combed cotton fabric in this sleeveless T-shirt from hanes. Engineered with ComfortFit technology, this tee will contour your body perfectly, stretch to your ease and retain shape wash after wash. The lay flat collar offers superior comfort and a flattering fit, while the contrast coloured side panels oozes sporty attitude. And what's even better is that this T-shirt comes with a printed brand label on the inner neck - so bid goodbye to those scratchy labels and welcome comfort at its best!   Model statistics  The model wears size M in t-shirts Height: 6', Shoulders: 19""",1600,train
product_036074,13582.jpg,Hanes Men Pack of 2 Half Contrast Piping Ringer T-shirts,"The final product delivered might vary in colour and prints from the display here. Composition Pack of 2 t-shirts  Black T-shirt made of ComfortSoft 100% combed cotton, has a lay flat collar in grey, crew neck  and half sleeves in ringer style with grey trim edges",D:\project\data\data\13582.jpg,Innerwear Vests,9b6cf8dea15c9bd571cc5b3d8aac2c28888c03a1f5cfde4bf302323f305a4c2e,"Product: Hanes Men Pack of 2 Half Contrast Piping Ringer T-shirts. Category: Innerwear Vests. Description: The final product delivered might vary in colour and prints from the display here. Composition Pack of 2 t-shirts  Black T-shirt made of ComfortSoft 100% combed cotton, has a lay flat collar in grey, crew neck  and half sleeves in ringer style with grey trim edges",1601,train
product_034401,31408.jpg,Spykar Men Black Innerwear Vest,"Composition Black round neck vest made of 95% cotton and 5% spandex, sleeveless, has stitched detailing around the armholes and neckline and printed labelling on the left chest  Fit Regular  Wash care Wash dark colours separately Do not iron on print  This vest from spykar is crafted using non-pilling cotton that allows the fabric to contour to your silhouette and help you stretch with ease. Wear this under your shirt or team it with tracks when you're relaxing at home.  Model statistics Product is a size M on a model of height 6' and shoulders 18""",D:\project\data\data\31408.jpg,Innerwear Vests,872471cc69f79b56bd61625eda5c59f02b4b20f3e110318e2c94645455303e34,"Product: Spykar Men Black Innerwear Vest. Category: Innerwear Vests. Description: Composition Black round neck vest made of 95% cotton and 5% spandex, sleeveless, has stitched detailing around the armholes and neckline and printed labelling on the left chest  Fit Regular  Wash care Wash dark colours separately Do not iron on print  This vest from spykar is crafted using non-pilling cotton that allows the fabric to contour to your silhouette and help you stretch with ease. Wear this under your shirt or team it with tracks when you're relaxing at home.  Model statistics Product is a size M on a model of height 6' and shoulders 18""",1602,train
product_026949,15753.jpg,Facit Men Square Neck Grey Innerwear Vest,"Composition Charcoal melange rib knit sleeveless vest made of 100% premium cotton, has a square neckline, thin shoulder straps with navy blue ribbing and blue piping around the armholes and neckline, distressed look graphic print on the front, printed labelling and brand tab appliqued on the back Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a square neck, this facit rib knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The thin shoulder straps with ribbing helps you show off arm definition, while the graphic print on the chest adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",D:\project\data\data\15753.jpg,Innerwear Vests,4b9aee54840a2dc3ea692ca10feed6cb24e93a536b6b88183bf507d37838390a,"Product: Facit Men Square Neck Grey Innerwear Vest. Category: Innerwear Vests. Description: Composition Charcoal melange rib knit sleeveless vest made of 100% premium cotton, has a square neckline, thin shoulder straps with navy blue ribbing and blue piping around the armholes and neckline, distressed look graphic print on the front, printed labelling and brand tab appliqued on the back Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a square neck, this facit rib knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The thin shoulder straps with ribbing helps you show off arm definition, while the graphic print on the chest adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",1603,train
product_001319,13571.jpg,Hanes Men Racer Back Red Innerwear Vests,"Composition Red sleeveless vest made of ComfortFit 100% combed cotton ribbed fabric, has a round ribbed neck and racer back with a brand badge at the back neck   Fit  Comfort   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Revel in the luxurious comfort of a combed cotton fabric in this vest from hanes. Engineered with ComfortFit technology, this vest made of ribbed combed cotton fabric will contour your body perfectly, stretch to your ease and retain its shape wash after wash. The athletic neckline and stylish shoulder straps in contrast colour offer a flattering fit. And what's even better is that this vest comes with a printed brand label on the inner neck - so bid goodbye to those scratchy labels and welcome comfort at its best!   Model statistics  The model wears size M in vests Height: 6', Shoulders: 19"" ",D:\project\data\data\13571.jpg,Innerwear Vests,5c484dfe332f3151aa5ebaf9a9316cd90e52ac5af3bf17a3f7b620a36522358e,"Product: Hanes Men Racer Back Red Innerwear Vests. Category: Innerwear Vests. Description: Composition Red sleeveless vest made of ComfortFit 100% combed cotton ribbed fabric, has a round ribbed neck and racer back with a brand badge at the back neck   Fit  Comfort   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Revel in the luxurious comfort of a combed cotton fabric in this vest from hanes. Engineered with ComfortFit technology, this vest made of ribbed combed cotton fabric will contour your body perfectly, stretch to your ease and retain its shape wash after wash. The athletic neckline and stylish shoulder straps in contrast colour offer a flattering fit. And what's even better is that this vest comes with a printed brand label on the inner neck - so bid goodbye to those scratchy labels and welcome comfort at its best!   Model statistics  The model wears size M in vests Height: 6', Shoulders: 19""",1604,train
product_020292,15764.jpg,Facit Men Hunk Blue Innerwear Vest,"Composition Royal blue knit sleeveless vest made of 100% premium cotton, has a square neckline, thin shoulder straps with ribbing and red piping around the armholes, graphic print on the front, printed labelling and brand tab towards the left hem Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a square neck, this facit knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The thin shoulder straps with ribbing helps you show off arm definition, while the graphic print on the chest and brand tab towards the left hem adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",D:\project\data\data\15764.jpg,Innerwear Vests,79f175df67f4a148aa0e8dd611d2f1520894c95be99b1ab64ef989482fb366cb,"Product: Facit Men Hunk Blue Innerwear Vest. Category: Innerwear Vests. Description: Composition Royal blue knit sleeveless vest made of 100% premium cotton, has a square neckline, thin shoulder straps with ribbing and red piping around the armholes, graphic print on the front, printed labelling and brand tab towards the left hem Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a square neck, this facit knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The thin shoulder straps with ribbing helps you show off arm definition, while the graphic print on the chest and brand tab towards the left hem adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",1605,train
product_007267,13596.jpg,Hanes Men Black Crew Pack Of 3 Innerwear T-Shirts,The final product delivered might vary in colour and prints from the display here. Pack of three Black crew neck inner wear T-shirts with short sleeves and a ribbed neck,D:\project\data\data\13596.jpg,Innerwear Vests,d696ec1493943c519b2ac8b3e722627e69eaa40343fa9d0654cfc0ad5cabd50a,Product: Hanes Men Black Crew Pack Of 3 Innerwear T-Shirts. Category: Innerwear Vests. Description: The final product delivered might vary in colour and prints from the display here. Pack of three Black crew neck inner wear T-shirts with short sleeves and a ribbed neck,1606,train
product_038211,50640.jpg,Chromozome Men Charcoal Innerwear Vest,"Sleeveless charcoal vest with a round neckline, contoured body fit, contrast ribbing around the neck and arm openings, racer back, branding at the back below the neck",D:\project\data\data\50640.jpg,Innerwear Vests,dd035f0cdfd199b71e2a612113f163e70933e56c22c3e27e6cfb4ea008701b96,"Product: Chromozome Men Charcoal Innerwear Vest. Category: Innerwear Vests. Description: Sleeveless charcoal vest with a round neckline, contoured body fit, contrast ribbing around the neck and arm openings, racer back, branding at the back below the neck",1607,test
product_040474,25368.jpg,Levis Men Navy Blue Innerwear T-Shirt,"Indigo 95% combed cotton and 5% elastane inner T-shirt with a round neck, short sleeves and signature Levi's reg tag on sleeve end  Wash care  Machine wash cold Do not bleach Tumble dry low Cool iron as needed Do not dry clean  If you need a basic tee to keep you feeling fresh under your shirt and provide a little warmth when the air conditioning gets too cold then you've found it here. Levi's know what they're doing when they come up with practical basics which will make you look and feel great.  The final product delivered might vary in colour and prints from the display here.",D:\project\data\data\25368.jpg,Innerwear Vests,abbf9e36caa35d7b05741fa080e38a761bdf5445792bfe8334623c817e2ef45e,"Product: Levis Men Navy Blue Innerwear T-Shirt. Category: Innerwear Vests. Description: Indigo 95% combed cotton and 5% elastane inner T-shirt with a round neck, short sleeves and signature Levi's reg tag on sleeve end  Wash care  Machine wash cold Do not bleach Tumble dry low Cool iron as needed Do not dry clean  If you need a basic tee to keep you feeling fresh under your shirt and provide a little warmth when the air conditioning gets too cold then you've found it here. Levi's know what they're doing when they come up with practical basics which will make you look and feel great.  The final product delivered might vary in colour and prints from the display here.",1608,train
product_030900,17882.jpg,Levis Men Comfort Style White Innerwear Vest,Soft and stretchy vest made from 95% combed cotton and 5% elastane. This is a white vest with high round neck and broad shoulders. The original two horse Levi's logo features prominently on the back neck plus the signature red tag is stitched to the bottom hem.  Wash care Machine wash cold Do not bleach Tumble dry low Cold iron as needed Do not dry clean  Classic vest shape and prominent Levi's logo combine to create a ultra masculine vest to be worn under any outfit.  The final product delivered might vary in colour and prints from the display here.,D:\project\data\data\17882.jpg,Innerwear Vests,dea9d7748daaf4f7031d30e847ccd9c84d0bd4985a8f88c60a6312882c6672da,Product: Levis Men Comfort Style White Innerwear Vest. Category: Innerwear Vests. Description: Soft and stretchy vest made from 95% combed cotton and 5% elastane. This is a white vest with high round neck and broad shoulders. The original two horse Levi's logo features prominently on the back neck plus the signature red tag is stitched to the bottom hem.  Wash care Machine wash cold Do not bleach Tumble dry low Cold iron as needed Do not dry clean  Classic vest shape and prominent Levi's logo combine to create a ultra masculine vest to be worn under any outfit.  The final product delivered might vary in colour and prints from the display here.,1609,train
product_014512,17885.jpg,Levis Men Comfort Style Grey Innerwear Vest,"Soft and absorbent 100% combed cotton vest. This is a grey vest with bold black trim, it has a square shaped neck and armhole binding which forms the straps over the shoulder. The Levi's logo features prominently on the back neck plus the signature red tag is stitched to the bottom hem  Wash care Machine wash Do not bleach Tumble dry low Warm iron as needed Do not dry clean  Sporty shape and prominent Levi's logo combine to create a ultra masculine vest to be worn under any outfit.  The final product delivered might vary in colour and prints from the display here.",D:\project\data\data\17885.jpg,Innerwear Vests,00bcb23578d028b77caf0f27a03d95a3fee087d6de3a165dafe980506f56e014,"Product: Levis Men Comfort Style Grey Innerwear Vest. Category: Innerwear Vests. Description: Soft and absorbent 100% combed cotton vest. This is a grey vest with bold black trim, it has a square shaped neck and armhole binding which forms the straps over the shoulder. The Levi's logo features prominently on the back neck plus the signature red tag is stitched to the bottom hem  Wash care Machine wash Do not bleach Tumble dry low Warm iron as needed Do not dry clean  Sporty shape and prominent Levi's logo combine to create a ultra masculine vest to be worn under any outfit.  The final product delivered might vary in colour and prints from the display here.",1610,train
product_029297,49975.jpg,Hanes Men Grey Vest,"Grey square neck vest with blue piping, straps for the shoulder",D:\project\data\data\49975.jpg,Innerwear Vests,2b5ded78f26a2b2ed038ac46cf0349f22ca7ebbb66b1208ec28f499b4c748e5f,"Product: Hanes Men Grey Vest. Category: Innerwear Vests. Description: Grey square neck vest with blue piping, straps for the shoulder",1611,train
product_041631,20289.jpg,Crusoe Men Red and Black Innerwear Vest,2008 Red Black  Red inner wear vest with black ribbing and a square neck in front,D:\project\data\data\20289.jpg,Innerwear Vests,504e511a1f6d5611aac15a5f3c57707cb7907b7ac9b097d99f82c0ae2fa0a6f6,Product: Crusoe Men Red and Black Innerwear Vest. Category: Innerwear Vests. Description: 2008 Red Black  Red inner wear vest with black ribbing and a square neck in front,1612,train
product_001790,15752.jpg,Facit Men Bicep Tee Navy Blue Innerwear Vest,"Composition Navy blue rib knit sleeveless vest made of 100% premium cotton, has a rounded neckline with a deeper dip in the front, wide arm holes without binding, no itchy label, appliqued brand name on the back and printed graphic on the front Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a round neck, this facit ribbed bicep vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The armholes accentuate your shoulders and chest muscles, while the graphic print on the front adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",D:\project\data\data\15752.jpg,Innerwear Vests,7b5088652ab178f860bcba5616483ce39696a62f7fbd939e41c6c44ca4435e64,"Product: Facit Men Bicep Tee Navy Blue Innerwear Vest. Category: Innerwear Vests. Description: Composition Navy blue rib knit sleeveless vest made of 100% premium cotton, has a rounded neckline with a deeper dip in the front, wide arm holes without binding, no itchy label, appliqued brand name on the back and printed graphic on the front Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a round neck, this facit ribbed bicep vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The armholes accentuate your shoulders and chest muscles, while the graphic print on the front adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",1613,train
product_011182,24442.jpg,Facit Men Grey Printed Innerwear Vest,"In a sporty shape and with a masculine cut, this vest from facit makes a perfect addition to your home wear wardrobe. The stretchable and absorbent soft cotton fabric makes it a great comfy buy. Wear it just like that or layer it under any outfit for unparalleled comfort.  Made of 100% premium cotton Round neck Printed label for abrasion free comfort Branding on the front for enhanced style  Wash care Machine wash delicate at 40 degrees using a mild detergent Do not bleach Tumble dry low  Model statistics Product is a size S on a model of height 6' and shoulders 18""",D:\project\data\data\24442.jpg,Innerwear Vests,7e7cc94a5d870e6b0c10cab2262d3a34b8005a89d527268bc27d1ffd4bafbf96,"Product: Facit Men Grey Printed Innerwear Vest. Category: Innerwear Vests. Description: In a sporty shape and with a masculine cut, this vest from facit makes a perfect addition to your home wear wardrobe. The stretchable and absorbent soft cotton fabric makes it a great comfy buy. Wear it just like that or layer it under any outfit for unparalleled comfort.  Made of 100% premium cotton Round neck Printed label for abrasion free comfort Branding on the front for enhanced style  Wash care Machine wash delicate at 40 degrees using a mild detergent Do not bleach Tumble dry low  Model statistics Product is a size S on a model of height 6' and shoulders 18""",1614,validation
product_023317,50499.jpg,Chromozome Men Grey Melange Innerwear Vest,Sleeveless grey fashion vest with a square neckline Contoured body Fit and tagless for enhanced comfort Branding printed on the inner neck and at the back,D:\project\data\data\50499.jpg,Innerwear Vests,efc53f6b33349a60548bab2e715c29c3e7ea7606811bf53949e2797b7aaf92bc,Product: Chromozome Men Grey Melange Innerwear Vest. Category: Innerwear Vests. Description: Sleeveless grey fashion vest with a square neckline Contoured body Fit and tagless for enhanced comfort Branding printed on the inner neck and at the back,1615,train
product_005677,15824.jpg,Facit Men Fitness Orange Innerwear Vest,"Composition Orange mesh knit sleeveless vest made of 100% premium cotton, has a scooped neckline with a racer back neck, wide arm holes, no itchy label, appliqued brand tab on the back, graphic stripes design on the chest and a curved hemline Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a scooped neck, this facit mesh knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The armholes and racerback helps you show off arm definition, while the graphic print on the chest adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",D:\project\data\data\15824.jpg,Innerwear Vests,93c6e97b1ffd3a0a51fa887d7cb7eed46015872e5b44df477b60b0fa177db751,"Product: Facit Men Fitness Orange Innerwear Vest. Category: Innerwear Vests. Description: Composition Orange mesh knit sleeveless vest made of 100% premium cotton, has a scooped neckline with a racer back neck, wide arm holes, no itchy label, appliqued brand tab on the back, graphic stripes design on the chest and a curved hemline Fitting Comfort Wash care Machine wash warm at 40 degrees with like colours Do not bleach Tumble dry low Dry cleanable Lightweight with a scooped neck, this facit mesh knit vest is crafted using pure cotton that allows the fabric to contour to your silhouette and help you stretch in ease. The armholes and racerback helps you show off arm definition, while the graphic print on the chest adds to rugged styling. The printed brand label on the inner neck provides abrasion-free comfort. Team this with tracks. Model statistics Product is a size M on a model of height 6' and shoulders 18""",1616,train
product_003571,17883.jpg,Levis Men Comfort Style Navy Blue Innerwear Vest,"Soft and absorbent 100% combed cotton vest. This is a navy vest with bold white trim, it has a square shaped neck and armhole binding which forms the straps over the shoulder. The Levi's logo features prominently on the back neck plus the signature red tag is stitched to the bottom hem  Wash care Machine wash Do not bleach Tumble dry low Warm iron as needed Do not dry clean  Sporty shape and prominent Levi's logo combine to create a ultra masculine vest to be worn under any outfit.  The final product delivered might vary in colour and prints from the display here.",D:\project\data\data\17883.jpg,Innerwear Vests,776e7c0905212f6c456af26814ca2aa6ea99df9c1fbb410dfaa4454a3df3b340,"Product: Levis Men Comfort Style Navy Blue Innerwear Vest. Category: Innerwear Vests. Description: Soft and absorbent 100% combed cotton vest. This is a navy vest with bold white trim, it has a square shaped neck and armhole binding which forms the straps over the shoulder. The Levi's logo features prominently on the back neck plus the signature red tag is stitched to the bottom hem  Wash care Machine wash Do not bleach Tumble dry low Warm iron as needed Do not dry clean  Sporty shape and prominent Levi's logo combine to create a ultra masculine vest to be worn under any outfit.  The final product delivered might vary in colour and prints from the display here.",1617,validation
product_019737,50498.jpg,Chromozome Men Maroon Innerwear Vest,Sleeveless maroon fashion vest with a square neckline Contoured body Fit and tagless for enhanced comfort Branding printed on the inner neck and at the back,D:\project\data\data\50498.jpg,Innerwear Vests,59c11da3f38c4175825d456caa97acd494ceb8692912be618c5a04e615d4f251,Product: Chromozome Men Maroon Innerwear Vest. Category: Innerwear Vests. Description: Sleeveless maroon fashion vest with a square neckline Contoured body Fit and tagless for enhanced comfort Branding printed on the inner neck and at the back,1618,train
product_005355,28149.jpg,Jockey SPORT Men Grey Melange Innerwear Vest 9924,"Style Note This sport t-shirt from jockey is a must have summer essential that can be worn for all your training sessions or just when you are chilling out with friends. The soft fabric gives you a comfortable feel and the cut is simply fashionable. Pair this tee with track pants and training shoes or shorts and sandals Product Details Grey Melange sleeveless t-shirt that has a trendy square shaped neckline, wider armholes for maximum freedom and comfort, brand badge on the back and can be worn as training wear, lounge wear or even under your shirt as an all purpose use Material and Care 100% combed cotton Machine wash delicate inside out at 40 degrees with like colours Do not bleach or dry clean Tumble dry low Warm iron  do not iron on decorations",D:\project\data\data\28149.jpg,Innerwear Vests,42d6431d69c605bff150a22cfce315697a2d134ec36ab580668e9cbce1ae4b07,"Product: Jockey SPORT Men Grey Melange Innerwear Vest 9924. Category: Innerwear Vests. Description: Style Note This sport t-shirt from jockey is a must have summer essential that can be worn for all your training sessions or just when you are chilling out with friends. The soft fabric gives you a comfortable feel and the cut is simply fashionable. Pair this tee with track pants and training shoes or shorts and sandals Product Details Grey Melange sleeveless t-shirt that has a trendy square shaped neckline, wider armholes for maximum freedom and comfort, brand badge on the back and can be worn as training wear, lounge wear or even under your shirt as an all purpose use Material and Care 100% combed cotton Machine wash delicate inside out at 40 degrees with like colours Do not bleach or dry clean Tumble dry low Warm iron  do not iron on decorations",1619,train
product_034268,50939.jpg,Parx Men Navy Blue Vest,"Navy blue racer back vest, has a round neckline and printed branding at the back",D:\project\data\data\50939.jpg,Innerwear Vests,a6ebb7b2a23cf4a4bd29296813c8814118fec84ac87dd3d1d9985c5e14ec273f,"Product: Parx Men Navy Blue Vest. Category: Innerwear Vests. Description: Navy blue racer back vest, has a round neckline and printed branding at the back",1620,train
product_029825,50636.jpg,Chromozome Men Grey Melange Innerwear Vest,"Sleeveless grey vest with a squarish neckline, contoured body fit, contrast ribbing around the neck and arm openings, branding at the back below the neck",D:\project\data\data\50636.jpg,Innerwear Vests,53f039c80f944b42d00f0b4f538bf824b91d46676cf60c4bf7d45822b3b87312,"Product: Chromozome Men Grey Melange Innerwear Vest. Category: Innerwear Vests. Description: Sleeveless grey vest with a squarish neckline, contoured body fit, contrast ribbing around the neck and arm openings, branding at the back below the neck",1621,train
product_001374,13590.jpg,Hanes Men Half Sleeve Pack of 3 Innerwear T-shirts,"The final product delivered might vary in colour and prints from the display here. Composition Pack of 3 t-shirts in green, blue and grey  T-shirt made of ComfortSoft 100% combed cotton, has a lay flat collar, crew neck, fabric tape on the inseam of the back shoulder and neck, and half sleeves   Fit  Comfort   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Lightweight with a round neck, these hanes half-sleeved t-shirts in ComfortSoft cotton are stylish, and yet relaxed. The lay flat collar never stretches out of shape even after repeated washes, while the fabric simply flows over your torso. Perfect on its own with jeans, these T-shirts also work great with shorts and track pants.   Model statistics  The model wears size M in T-shirts Height: 6', Shoulders: 19""",D:\project\data\data\13590.jpg,Innerwear Vests,a2d0d5833111b1e77d6fa482e0b43e05537457ba1214692d214e650c6eb32c6f,"Product: Hanes Men Half Sleeve Pack of 3 Innerwear T-shirts. Category: Innerwear Vests. Description: The final product delivered might vary in colour and prints from the display here. Composition Pack of 3 t-shirts in green, blue and grey  T-shirt made of ComfortSoft 100% combed cotton, has a lay flat collar, crew neck, fabric tape on the inseam of the back shoulder and neck, and half sleeves   Fit  Comfort   Wash care  Machine wash warm with like colours Do not bleach Tumble dry low Warm iron  Lightweight with a round neck, these hanes half-sleeved t-shirts in ComfortSoft cotton are stylish, and yet relaxed. The lay flat collar never stretches out of shape even after repeated washes, while the fabric simply flows over your torso. Perfect on its own with jeans, these T-shirts also work great with shorts and track pants.   Model statistics  The model wears size M in T-shirts Height: 6', Shoulders: 19""",1622,test
product_000215,45824.jpg,Senorita Women Blue Flats,"  Style Note    The Spanish influences in the design details of this sandal is the reason for the Spanish name, senorita. Subtle pastel hues, super soft footbed styling and classic designs with a sophisticated polish, style this pair with kohl-rimmed eyes and an ethno-western ensemble!       Product Description    Black sandal with blue synthetic leather thong style strap with beeding detail and a toe separator    Smooth and printed footbed    Textured TPU outsole with an upraised heel       Material and Care    Synthetic    Wipe surface with soft, clean cloth to remove dust    Do not machine wash or use a drier    Do not store in direct sunlight  ",D:\project\data\data\45824.jpg,Ipad,27bda19f50a7763c84049e27b1632d656ba88862378332f0139ba562cef4c12a,"Product: Senorita Women Blue Flats. Category: Ipad. Description: Style Note    The Spanish influences in the design details of this sandal is the reason for the Spanish name, senorita. Subtle pastel hues, super soft footbed styling and classic designs with a sophisticated polish, style this pair with kohl-rimmed eyes and an ethno-western ensemble!       Product Description    Black sandal with blue synthetic leather thong style strap with beeding detail and a toe separator    Smooth and printed footbed    Textured TPU outsole with an upraised heel       Material and Care    Synthetic    Wipe surface with soft, clean cloth to remove dust    Do not machine wash or use a drier    Do not store in direct sunlight",1623,train
